mode,granularity,underflow,N,nb,eps,rel_factor_error,abs_factor_error,relative_residual,tile_breakdown,tile_breakdown_kind,source_csv,source_sweep
ladder_mx_staircase,tile,fz,65536,4096,1e-5,1.56446e-05,0.00445904,2.62667e-06,fp32=42;mx_e4m3=40;e2m1=38;fp64=16;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_tile_gt20k/results.csv,mx_staircase_tile_fz
ladder_mx_staircase,tile,fz,65536,4096,1e-6,7.64317e-07,0.000217846,2.45925e-07,fp32=82;e2m1=38;fp64=16;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_tile_gt20k/results.csv,mx_staircase_tile_fz
ladder_mx_staircase,tile,fz,65536,4096,1e-7,7.68806e-07,0.000219125,2.45599e-07,fp32=82;e2m1=30;fp64=16;mx_e4m3=8;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_tile_gt20k/results.csv,mx_staircase_tile_fz
ladder_mx_staircase,tile,fz,65536,4096,1e-8,1.7486e-08,4.98388e-06,2.34089e-09,fp64=58;fp32=48;e2m1=30;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_tile_gt20k/results.csv,mx_staircase_tile_fz
ladder_mx_staircase,tile,gu,32768,2048,1e-5,8.09104e-05,0.0117174,2.86155e-06,fp32=50;mx_e4m3=33;e2m1=27;fp64=16;fp16=10;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_tile_gt20k/results.csv,mx_staircase_tile_gu
ladder_mx_staircase,tile,gu,32768,2048,1e-6,6.56498e-06,0.00095074,2.41578e-07,fp32=63;fp16=30;e2m1=22;fp64=16;mx_e4m3=5;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_tile_gt20k/results.csv,mx_staircase_tile_gu
ladder_mx_staircase,tile,gu,32768,2048,1e-7,6.76343e-07,9.79479e-05,1.53637e-07,fp32=94;e2m1=17;fp64=16;mx_e4m3=7;fp16=2;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_tile_gt20k/results.csv,mx_staircase_tile_gu
ladder_mx_staircase,tile,gu,32768,2048,1e-8,3.13612e-08,4.54172e-06,2.84425e-09,fp32=60;fp64=57;e2m1=15;mx_e4m3=4;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_tile_gt20k/results.csv,mx_staircase_tile_gu
ladder_mx_staircase,tile,gu,40960,2048,1e-5,3.25854e-05,0.0058579,2.61809e-06,fp32=62;e2m1=62;mx_e4m3=33;fp16=33;fp64=20;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_tile_gt20k/results.csv,mx_staircase_tile_gu
ladder_mx_staircase,tile,gu,40960,2048,1e-6,3.37257e-06,0.000606288,4.23474e-07,fp32=105;e2m1=50;fp16=22;fp64=20;mx_e4m3=13;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_tile_gt20k/results.csv,mx_staircase_tile_gu
ladder_mx_staircase,tile,gu,40960,2048,1e-7,4.38438e-07,7.88181e-05,9.43503e-08,fp32=121;fp64=39;e2m1=33;mx_e4m3=17;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_tile_gt20k/results.csv,mx_staircase_tile_gu
ladder_mx_staircase,tile,gu,40960,2048,1e-8,1.63053e-08,2.93121e-06,2.66542e-09,fp32=99;fp64=76;e2m1=24;mx_e4m3=11;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_tile_gt20k/results.csv,mx_staircase_tile_gu
ladder_mx_staircase,tile,gu,40960,4096,1e-5,2.77381e-05,0.00498649,2.47804e-06,fp32=21;fp64=10;fp16=9;e2m1=8;mx_e4m3=7;,lower,/home/abduraa/MX_project/ooc-cholesky/fill_4class_matrix/results.csv,mx_staircase_tile_gu
ladder_mx_staircase,tile,gu,40960,4096,1e-6,1.9871e-06,0.000357222,3.60762e-07,fp32=30;fp64=10;e2m1=8;fp16=7;,lower,/home/abduraa/MX_project/ooc-cholesky/fill_4class_matrix/results.csv,mx_staircase_tile_gu
ladder_mx_staircase,tile,gu,40960,4096,1e-7,1.07258e-06,0.000192819,3.2649e-07,fp32=37;fp64=10;e2m1=5;mx_e4m3=3;,lower,/home/abduraa/MX_project/ooc-cholesky/fill_4class_matrix/results.csv,mx_staircase_tile_gu
ladder_mx_staircase,tile,gu,40960,4096,1e-8,1.4096e-08,2.53405e-06,2.27123e-09,fp64=31;fp32=19;e2m1=3;mx_e4m3=2;,lower,/home/abduraa/MX_project/ooc-cholesky/fill_4class_matrix/results.csv,mx_staircase_tile_gu
ladder_mx_staircase,tile,gu,65536,4096,1e-5,1.56446e-05,0.00445904,2.62667e-06,fp32=42;mx_e4m3=40;e2m1=38;fp64=16;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_tile_gt20k/results.csv,mx_staircase_tile_gu
ladder_mx_staircase,tile,gu,65536,4096,1e-6,1.38549e-06,0.000394893,3.09904e-07,fp32=58;e2m1=38;fp16=24;fp64=16;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_tile_gt20k/results.csv,mx_staircase_tile_gu
ladder_mx_staircase,tile,gu,65536,4096,1e-7,7.68806e-07,0.000219125,2.45599e-07,fp32=82;e2m1=30;fp64=16;mx_e4m3=8;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_tile_gt20k/results.csv,mx_staircase_tile_gu
ladder_mx_staircase,tile,gu,65536,4096,1e-8,1.7486e-08,4.98388e-06,2.34089e-09,fp64=58;fp32=48;e2m1=30;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_tile_gt20k/results.csv,mx_staircase_tile_gu
ladder_mx_staircase,vec1d,fz,32768,2048,1e-5,5.70989e-05,0.00826906,1.85418e-06,fp32=60;mx_e4m3=33;e2m1=27;fp64=16;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_fz
ladder_mx_staircase,vec1d,fz,32768,2048,1e-6,2.20195e-06,0.000318886,1.72825e-07,fp32=90;e2m1=24;fp64=16;mx_e4m3=6;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_fz
ladder_mx_staircase,vec1d,fz,32768,2048,1e-7,5.8703e-07,8.50136e-05,1.54217e-07,fp32=96;e2m1=19;fp64=16;mx_e4m3=5;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_fz
ladder_mx_staircase,vec1d,fz,32768,2048,1e-8,3.13607e-08,4.54165e-06,1.75437e-09,fp32=59;fp64=57;e2m1=15;mx_e4m3=5;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_fz
ladder_mx_staircase,vec1d,fz,40960,2048,1e-5,1.64727e-05,0.0029613,1.21619e-06,fp32=94;e2m1=63;mx_e4m3=33;fp64=20;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_fz
ladder_mx_staircase,vec1d,fz,40960,2048,1e-6,1.53465e-06,0.000275885,3.00845e-07,fp32=127;e2m1=50;fp64=20;mx_e4m3=13;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_fz
ladder_mx_staircase,vec1d,fz,40960,2048,1e-7,4.03041e-07,7.24549e-05,9.33654e-08,fp32=121;fp64=39;e2m1=35;mx_e4m3=15;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_fz
ladder_mx_staircase,vec1d,fz,40960,2048,1e-8,1.42835e-08,2.56776e-06,1.2608e-09,fp32=99;fp64=76;e2m1=25;mx_e4m3=10;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_fz
ladder_mx_staircase,vec1d,fz,40960,4096,1e-5,7.61758e-06,0.00136942,6.14733e-07,fp32=30;fp64=10;e2m1=8;mx_e4m3=7;,lower,/home/abduraa/MX_project/ooc-cholesky/fill_4class_matrix/results.csv,mx_staircase_vec1d32_fz
ladder_mx_staircase,vec1d,fz,40960,4096,1e-6,1.08224e-06,0.000194555,3.28678e-07,fp32=37;fp64=10;e2m1=8;,lower,/home/abduraa/MX_project/ooc-cholesky/fill_4class_matrix/results.csv,mx_staircase_vec1d32_fz
ladder_mx_staircase,vec1d,fz,40960,4096,1e-7,1.04697e-06,0.000188214,3.26589e-07,fp32=37;fp64=10;e2m1=5;mx_e4m3=3;,lower,/home/abduraa/MX_project/ooc-cholesky/fill_4class_matrix/results.csv,mx_staircase_vec1d32_fz
ladder_mx_staircase,vec1d,fz,40960,4096,1e-8,1.19978e-08,2.15685e-06,8.96628e-10,fp64=31;fp32=19;e2m1=3;mx_e4m3=2;,lower,/home/abduraa/MX_project/ooc-cholesky/fill_4class_matrix/results.csv,mx_staircase_vec1d32_fz
ladder_mx_staircase,vec1d,fz,65536,4096,1e-5,4.46628e-06,0.00127298,9.67666e-07,fp32=42;mx_e4m3=40;e2m1=38;fp64=16;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_fz
ladder_mx_staircase,vec1d,fz,65536,4096,1e-6,7.66484e-07,0.000218463,2.46347e-07,fp32=82;e2m1=38;fp64=16;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_fz
ladder_mx_staircase,vec1d,fz,65536,4096,1e-7,7.64494e-07,0.000217896,2.45775e-07,fp32=82;e2m1=30;fp64=16;mx_e4m3=8;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_fz
ladder_mx_staircase,vec1d,fz,65536,4096,1e-8,8.5033e-09,2.42361e-06,1.13043e-09,fp64=58;fp32=48;e2m1=30;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_fz
ladder_mx_staircase,vec1d,gu,32768,2048,1e-5,5.71984e-05,0.00828347,2.40133e-06,fp32=50;e2m1=31;mx_e4m3=29;fp64=16;fp16=10;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_gu
ladder_mx_staircase,vec1d,gu,32768,2048,1e-6,2.68979e-06,0.000389535,2.49649e-07,fp32=63;fp16=27;e2m1=24;fp64=16;mx_e4m3=6;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_gu
ladder_mx_staircase,vec1d,gu,32768,2048,1e-7,6.76345e-07,9.79483e-05,1.4916e-07,fp32=94;e2m1=21;fp64=16;mx_e4m3=3;fp16=2;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_gu
ladder_mx_staircase,vec1d,gu,32768,2048,1e-8,3.13607e-08,4.54165e-06,1.75437e-09,fp32=59;fp64=57;e2m1=15;mx_e4m3=5;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_gu
ladder_mx_staircase,vec1d,gu,40960,2048,1e-5,3.04031e-05,0.00546557,1.56159e-06,e2m1=64;fp32=62;mx_e4m3=32;fp16=32;fp64=20;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_gu
ladder_mx_staircase,vec1d,gu,40960,2048,1e-6,2.45107e-06,0.00044063,3.51914e-07,fp32=105;e2m1=51;fp16=22;fp64=20;mx_e4m3=12;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_gu
ladder_mx_staircase,vec1d,gu,40960,2048,1e-7,4.03041e-07,7.24549e-05,9.47846e-08,fp32=121;fp64=39;e2m1=37;mx_e4m3=13;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_gu
ladder_mx_staircase,vec1d,gu,40960,2048,1e-8,2.14961e-08,3.86436e-06,2.27421e-09,fp32=99;fp64=76;e2m1=29;mx_e4m3=6;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_gu
ladder_mx_staircase,vec1d,gu,40960,4096,1e-5,1.89884e-05,0.00341355,1.11958e-06,fp32=21;fp64=10;fp16=9;e2m1=9;mx_e4m3=6;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_40k_nb4096_gu/results.csv,mx_staircase_vec1d32_gu
ladder_mx_staircase,vec1d,gu,40960,4096,1e-6,1.64421e-06,0.00029558,3.57516e-07,fp32=30;fp64=10;e2m1=8;fp16=7;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_40k_nb4096_gu/results.csv,mx_staircase_vec1d32_gu
ladder_mx_staircase,vec1d,gu,40960,4096,1e-7,1.04697e-06,0.000188214,3.26589e-07,fp32=37;fp64=10;e2m1=5;mx_e4m3=3;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_40k_nb4096_gu/results.csv,mx_staircase_vec1d32_gu
ladder_mx_staircase,vec1d,gu,40960,4096,1e-8,1.19978e-08,2.15685e-06,8.96628e-10,fp64=31;fp32=19;e2m1=3;mx_e4m3=2;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_40k_nb4096_gu/results.csv,mx_staircase_vec1d32_gu
ladder_mx_staircase,vec1d,gu,65536,4096,1e-5,4.46628e-06,0.00127298,9.67666e-07,fp32=42;mx_e4m3=40;e2m1=38;fp64=16;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_gu
ladder_mx_staircase,vec1d,gu,65536,4096,1e-6,1.37388e-06,0.000391583,3.11558e-07,fp32=58;e2m1=38;fp16=24;fp64=16;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_gu
ladder_mx_staircase,vec1d,gu,65536,4096,1e-7,7.64494e-07,0.000217896,2.45775e-07,fp32=82;e2m1=30;fp64=16;mx_e4m3=8;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_gu
ladder_mx_staircase,vec1d,gu,65536,4096,1e-8,8.5033e-09,2.42361e-06,1.13043e-09,fp64=58;fp32=48;e2m1=30;,lower,/home/abduraa/MX_project/ooc-cholesky/mx_staircase_vec1d32_gt20k/results.csv,mx_staircase_vec1d32_gu
